rank,product_type,lots,share_pct,cumulative_pct
1,книга,11706,2.556,2.56
2,картридж,7245,1.582,4.14
3,краска,7023,1.533,5.67
4,мыло,5479,1.196,6.87
5,фильтр,5274,1.152,8.02
6,средство моющий,5266,1.150,9.17
7,перчатка,4693,1.025,10.19
8,шина,4669,1.019,11.21
9,эмаль,4587,1.002,12.21
10,бензин,4529,0.989,13.20
11,бумага офисный,4434,0.968,14.17
12,ручка,4402,0.961,15.13
13,папка,3993,0.872,16.01
14,кисть,3684,0.804,16.81
15,кабель,3658,0.799,17.61
16,бумага,3655,0.798,18.41
17,клей,3644,0.796,19.20
18,скотч,3166,0.691,19.89
19,средство чистить,3161,0.690,20.58
20,скоросшиватель,2940,0.642,21.23
21,средство дезинфицировать,2899,0.633,21.86
22,порошок,2866,0.626,22.48
23,диск,2846,0.621,23.11
24,крупа,2744,0.599,23.70
25,труба,2732,0.597,24.30
26,масло моторный,2691,0.588,24.89
27,файл,2682,0.586,25.47
28,смеситель,2665,0.582,26.06
29,шланг,2554,0.558,26.61
30,лопата,2488,0.543,27.16
31,лампа светодиодный,2479,0.541,27.70
32,насос,2459,0.537,28.24
33,тетрадь,2442,0.533,28.77
34,пакет,2423,0.529,29.30
35,выключатель,2341,0.511,29.81
36,журнал,2305,0.503,30.31
37,ведро,2287,0.499,30.81
38,кран,2280,0.498,31.31
39,игрушка,2274,0.497,31.81
40,скоба,2230,0.487,32.29
41,валик,2172,0.474,32.77
42,карандаш,2120,0.463,33.23
43,аккумулятор,2119,0.463,33.69
44,щётка,1911,0.417,34.11
45,фотобумага,1897,0.414,34.52
46,полотенце,1873,0.409,34.93
47,тряпка,1871,0.409,35.34
48,салфетка,1868,0.408,35.75
49,костюм,1862,0.407,36.16
50,степлер,1852,0.404,36.56
51,принтер,1815,0.396,36.96
52,мешок,1805,0.394,37.35
53,жидкость,1798,0.393,37.74
54,замок,1754,0.383,38.13
55,ветошь,1751,0.382,38.51
56,хозяйственный,1721,0.376,38.88
57,ножницы,1713,0.374,39.26
58,светильник,1699,0.371,39.63
59,маркер,1673,0.365,39.99
60,лента,1637,0.357,40.35
61,веник,1636,0.357,40.71
62,флешка,1604,0.350,41.06
63,муфта,1576,0.344,41.40
64,мяч,1575,0.344,41.75
65,канцелярский,1550,0.338,42.09
66,регистр,1542,0.337,42.42
67,стикер,1533,0.335,42.76
68,батарейка,1492,0.326,43.08
69,уголь,1490,0.325,43.41
70,штрих,1485,0.324,43.73
71,подшипник,1443,0.315,44.05
72,компьютер,1435,0.313,44.36
73,зажим,1396,0.305,44.67
74,ноутбук,1357,0.296,44.96
75,кондиционер,1324,0.289,45.25
76,топливо,1297,0.283,45.53
77,розетка,1280,0.279,45.81
78,швабра,1268,0.277,46.09
79,известь,1248,0.273,46.36
80,блок,1241,0.271,46.63
81,вода,1235,0.270,46.90
82,отвод,1166,0.255,47.16
83,скрепка,1149,0.251,47.41
84,освежитель,1142,0.249,47.66
85,масло,1138,0.248,47.91
86,рамка,1131,0.247,48.15
87,молоко,1121,0.245,48.40
88,ремень,1080,0.236,48.64
89,шкаф,1064,0.232,48.87
90,удлинитель,1060,0.231,49.10
91,колер,1060,0.231,49.33
92,кресло,1040,0.227,49.56
93,калькулятор,1036,0.226,49.78
94,бланк,1023,0.223,50.01
95,ткань,1022,0.223,50.23
96,прожектор,1013,0.221,50.45
97,провод,1011,0.221,50.67
98,бинт,1004,0.219,50.89
99,губка,990,0.216,51.11
100,ежедневник,982,0.214,51.32
101,манипулятор,965,0.211,51.53
102,стол,964,0.210,51.74
103,дырокол,963,0.210,51.95
104,электрод,955,0.209,52.16
105,самореза,931,0.203,52.37
106,колодка,927,0.202,52.57
107,нож,923,0.202,52.77
108,макаронный,915,0.200,52.97
109,радиатор,902,0.197,53.17
110,контейнер,898,0.196,53.36
111,инструмент,886,0.193,53.56
112,реагент,871,0.190,53.75
113,доска,868,0.190,53.94
114,запасный,861,0.188,54.12
115,линейка,858,0.187,54.31
116,шпатель,853,0.186,54.50
117,счётчик,847,0.185,54.68
118,шприц,840,0.183,54.87
119,продукт,833,0.182,55.05
120,наконечник,831,0.181,55.23
121,стакан,816,0.178,55.41
122,устройство многофункциональный,790,0.172,55.58
123,кислота,789,0.172,55.75
124,лист,782,0.171,55.92
125,коврик,773,0.169,56.09
126,метла,765,0.167,56.26
127,панель,762,0.166,56.42
128,игра,761,0.166,56.59
129,водонагреватель,752,0.164,56.75
130,растворитель,743,0.162,56.92
131,конверт,732,0.160,57.08
132,круг,729,0.159,57.24
133,стартер,726,0.159,57.39
134,плёнка,724,0.158,57.55
135,шпатлёвка,722,0.158,57.71
136,цемент,716,0.156,57.87
137,лейкопластырь,716,0.156,58.02
138,смесь,707,0.154,58.18
139,термометр,703,0.153,58.33
140,соль,700,0.153,58.48
141,нить,698,0.152,58.64
142,герб,691,0.151,58.79
143,сетка,674,0.147,58.93
144,генератор,672,0.147,59.08
145,ластик,665,0.145,59.23
146,ключ,663,0.145,59.37
147,плитка,661,0.144,59.52
148,амортизатор,660,0.144,59.66
149,плита,653,0.143,59.80
150,свеча,651,0.142,59.94
151,элемент,651,0.142,60.09
152,болт,648,0.141,60.23
153,халат,645,0.141,60.37
154,линолеум,638,0.139,60.51
155,диспенсер,638,0.139,60.65
156,паста,628,0.137,60.78
157,грабли,628,0.137,60.92
158,строительный,625,0.136,61.06
159,лоток,622,0.136,61.19
160,тонер,620,0.135,61.33
161,арматура,615,0.134,61.46
162,коммутатор,615,0.134,61.60
163,тройник,612,0.134,61.73
164,печение,606,0.132,61.86
165,огнетушитель,606,0.132,62.00
166,коробка,603,0.132,62.13
167,огурец,597,0.130,62.26
168,смесь строительный,596,0.130,62.39
169,стул,594,0.130,62.52
170,клавиатура,593,0.129,62.65
171,стандартный,593,0.129,62.78
172,вал,593,0.129,62.91
173,капуста,589,0.129,63.03
174,ёрш,577,0.126,63.16
175,календарь,575,0.126,63.29
176,парацетамол,574,0.125,63.41
177,чернила,571,0.125,63.54
178,рукав,569,0.124,63.66
179,сифон,568,0.124,63.78
180,аптечка,562,0.123,63.91
181,шуруп,560,0.122,64.03
182,урна,557,0.122,64.15
183,вата,555,0.121,64.27
184,рис,554,0.121,64.39
185,газонокосилка,554,0.121,64.51
186,сердцевина,553,0.121,64.63
187,мука,551,0.120,64.76
188,прочий,551,0.120,64.88
189,прокладка,549,0.120,65.00
190,масло трансмиссионный,549,0.120,65.12
191,кастрюля,546,0.119,65.23
192,лук,546,0.119,65.35
193,колонка,545,0.119,65.47
194,тарелка,545,0.119,65.59
195,горшок,543,0.119,65.71
196,сахар,541,0.118,65.83
197,датчик,541,0.118,65.95
198,опора,536,0.117,66.06
199,монтажный,533,0.116,66.18
200,хлор,525,0.115,66.29
201,задвижка,521,0.114,66.41
202,унитаз,518,0.113,66.52
203,яйцо,515,0.112,66.63
204,фонарь,514,0.112,66.75
205,холодильник,512,0.112,66.86
206,веб,510,0.111,66.97
207,морковь,510,0.111,67.08
208,чай,507,0.111,67.19
209,лак,507,0.111,67.30
210,адаптер,505,0.110,67.41
211,маска,504,0.110,67.52
212,профиль,502,0.110,67.63
213,стойка,499,0.109,67.74
214,органайзер,497,0.109,67.85
215,цилиндр,495,0.108,67.96
216,флаг,488,0.107,68.06
217,пылесос,485,0.106,68.17
218,дюбель,485,0.106,68.28
219,картофель,483,0.105,68.38
220,рассада,481,0.105,68.49
221,точилка,480,0.105,68.59
222,сыр,475,0.104,68.69
223,лампа накаливание,472,0.103,68.80
224,ковёр,463,0.101,68.90
225,клапан,448,0.098,69.00
226,натрий,440,0.096,69.09
227,шар,437,0.095,69.19
228,мел,435,0.095,69.28
229,подушка,434,0.095,69.38
230,спирт,430,0.094,69.47
231,перец,429,0.094,69.57
232,изолента,429,0.094,69.66
233,свёкла,425,0.093,69.75
234,видеокамера,425,0.093,69.85
235,яблоко,424,0.093,69.94
236,источник,422,0.092,70.03
237,бахилы,421,0.092,70.12
238,лампа автомобильный,419,0.091,70.21
239,государственный,418,0.091,70.30
240,электроутюг,409,0.089,70.39
241,перекись,408,0.089,70.48
242,горох,408,0.089,70.57
243,постельный,408,0.089,70.66
244,сок,400,0.087,70.75
245,фрукт,397,0.087,70.84
246,корзина,396,0.086,70.92
247,вилка,391,0.085,71.01
248,сапог,390,0.085,71.09
249,котёл,388,0.085,71.18
250,блокнот,387,0.085,71.26
251,весы,385,0.084,71.35
252,пила,384,0.084,71.43
253,сметана,380,0.083,71.51
254,гвоздь,379,0.083,71.59
255,среда,377,0.082,71.68
256,курица,375,0.082,71.76
257,фланец,368,0.080,71.84
258,телевизор,365,0.080,71.92
259,монитор,365,0.080,72.00
260,машина шлифовальный,359,0.078,72.08
261,хлеб,358,0.078,72.16
262,средство отбеливать,356,0.078,72.23
263,ботинок,356,0.078,72.31
264,плинтус,355,0.078,72.39
265,стремянка,349,0.076,72.46
266,говядина,348,0.076,72.54
267,вентилятор,348,0.076,72.62
268,конфета,347,0.076,72.69
269,хомут,346,0.076,72.77
270,колбаса,344,0.075,72.84
271,тонометр,343,0.075,72.92
272,крестовина,343,0.075,72.99
273,вентиль,342,0.075,73.07
274,пружина,341,0.074,73.14
275,песок,338,0.074,73.22
276,ацетилсалициловый,335,0.073,73.29
277,сумка,334,0.073,73.36
278,батарея,330,0.072,73.43
279,дрель,330,0.072,73.51
280,стекло,329,0.072,73.58
281,грунтовка,329,0.072,73.65
282,герметик,327,0.071,73.72
283,тест,326,0.071,73.79
284,тренажёр,322,0.070,73.86
285,уголок,321,0.070,73.93
286,помидор,319,0.070,74.00
287,смазка,318,0.069,74.07
288,творог,317,0.069,74.14
289,сверло,317,0.069,74.21
290,реле,315,0.069,74.28
291,аппарат телефонный,315,0.069,74.35
292,зеркало,313,0.068,74.42
293,часы,312,0.068,74.48
294,антистеплера,312,0.068,74.55
295,перфоратор,312,0.068,74.62
296,грамота,311,0.068,74.69
297,трос,310,0.068,74.76
298,кисель,309,0.067,74.82
299,игла,309,0.067,74.89
300,футболка,308,0.067,74.96
301,бур,307,0.067,75.03
302,таз,306,0.067,75.09
303,шуруповерт,305,0.067,75.16
304,сальник,304,0.066,75.22
305,ибупрофный,302,0.066,75.29
306,ролик,302,0.066,75.36
307,подарочный,301,0.066,75.42
308,контактор,298,0.065,75.49
309,печь,297,0.065,75.55
310,отвёртка,296,0.065,75.62
311,микрофон,295,0.064,75.68
312,ремонтный,294,0.064,75.75
313,дрожжи,293,0.064,75.81
314,криптопровайдер,293,0.064,75.87
315,бак,293,0.064,75.94
316,кружка,290,0.063,76.00
317,знак,289,0.063,76.06
318,коннектор,286,0.062,76.13
319,кефир,282,0.062,76.19
320,вафля,282,0.062,76.25
321,совка,281,0.061,76.31
322,тачка,280,0.061,76.37
323,дорожка,279,0.061,76.43
324,флагшток,279,0.061,76.49
325,проволока,279,0.061,76.55
326,наушник,279,0.061,76.62
327,лампа люминесцентный,275,0.060,76.68
328,модуль,272,0.059,76.74
329,машина стиральный,272,0.059,76.79
330,тележка,272,0.059,76.85
331,хлорид,270,0.059,76.91
332,ложка,269,0.059,76.97
333,тапочки,268,0.059,77.03
334,сцепление,265,0.058,77.09
335,раковина,264,0.058,77.15
336,носка,263,0.057,77.20
337,медаль,262,0.057,77.26
338,крышка,262,0.057,77.32
339,грунт,260,0.057,77.37
340,консеров,260,0.057,77.43
341,патрон,259,0.057,77.49
342,табличка,259,0.057,77.54
343,электрочайник,258,0.056,77.60
344,фоторамка,257,0.056,77.66
345,щит,257,0.056,77.71
346,поливитамин,257,0.056,77.77
347,согласно,257,0.056,77.83
348,карта,256,0.056,77.88
349,планшет,253,0.055,77.94
350,трубка,250,0.055,77.99
351,банан,249,0.054,78.05
352,программный,249,0.054,78.10
353,бикарбонат,248,0.054,78.15
354,приправа,247,0.054,78.21
355,втулка,246,0.054,78.26
356,специальный,245,0.053,78.31
357,окорочок,245,0.053,78.37
358,сушилка,245,0.053,78.42
359,стеллаж,245,0.053,78.48
360,вешалка,245,0.053,78.53
361,обложка,244,0.053,78.58
362,головка,243,0.053,78.64
363,заглушка,243,0.053,78.69
364,молоток,242,0.053,78.74
365,пистолет,242,0.053,78.79
366,редуктор,240,0.052,78.85
367,пластилин,238,0.052,78.90
368,чайник,238,0.052,78.95
369,гайка,238,0.052,79.00
370,компрессор,237,0.052,79.05
371,апельсин,236,0.052,79.11
372,кубок,235,0.051,79.16
373,автомобиль,233,0.051,79.21
374,рулетка,233,0.051,79.26
375,катушка,233,0.051,79.31
376,пробирка,232,0.051,79.36
377,инвентарь,232,0.051,79.41
378,груша,231,0.050,79.46
379,матрас,231,0.050,79.51
380,держатель,231,0.050,79.56
381,сейф,230,0.050,79.61
382,добавка,230,0.050,79.66
383,саженец,229,0.050,79.71
384,дозатор,229,0.050,79.76
385,тяга,228,0.050,79.81
386,куртка,226,0.049,79.86
387,марля,225,0.049,79.91
388,топор,223,0.049,79.96
389,какао,222,0.048,80.01
390,гипохлорит,222,0.048,80.06
391,подставка,222,0.048,80.10
392,гигрометр,222,0.048,80.15
393,кольцо,222,0.048,80.20
394,доводчик,221,0.048,80.25
395,масло гидравлический,220,0.048,80.30
396,манометр,219,0.048,80.35
397,кронштейн,218,0.048,80.39
398,леска,217,0.047,80.44
399,аммиак,217,0.047,80.49
400,пускатель,215,0.047,80.54
401,полотно,215,0.047,80.58
402,одеяло,215,0.047,80.63
403,йод,214,0.047,80.68
404,палочка,214,0.047,80.72
405,извещатель,213,0.047,80.77
406,камера,213,0.047,80.82
407,картон,212,0.046,80.86
408,видеорегистратор,209,0.046,80.91
409,петлить,209,0.046,80.95
410,аппарат летательный,209,0.046,81.00
411,минтай,208,0.045,81.04
412,чехол,208,0.045,81.09
413,строп,207,0.045,81.13
414,диклофенак,206,0.045,81.18
415,лестница,206,0.045,81.22
416,форсунка,203,0.044,81.27
417,рубашка,203,0.044,81.31
418,гирлянда,203,0.044,81.36
419,шахматы,201,0.044,81.40
420,диван,200,0.044,81.45
421,чеснок,199,0.043,81.49
422,аппарат сварочный,197,0.043,81.53
423,ножовка,197,0.043,81.57
424,сантехнический,197,0.043,81.62
425,простыня,196,0.043,81.66
426,шапка,196,0.043,81.70
427,cредство,196,0.043,81.75
428,шнур,196,0.043,81.79
429,жалюзи,195,0.043,81.83
430,устройство зарядный,194,0.042,81.87
431,сканер,194,0.042,81.92
432,панкреатин,193,0.042,81.96
433,сайлентблок,193,0.042,82.00
434,аппарат,193,0.042,82.04
435,тёрка,191,0.042,82.08
436,издание,191,0.042,82.13
437,агрегат,191,0.042,82.17
438,решётка,190,0.041,82.21
439,штатив,190,0.041,82.25
440,мотопомпа,189,0.041,82.29
441,фломастер,189,0.041,82.33
442,оперативный,189,0.041,82.37
443,сгон,188,0.041,82.42
444,ракетка,188,0.041,82.46
445,пряник,187,0.041,82.50
446,препарат,187,0.041,82.54
447,шарнир,187,0.041,82.58
448,плоскогубцы,185,0.040,82.62
449,комплекс,184,0.040,82.66
450,бриллиантовый,183,0.040,82.70
451,настольный,182,0.040,82.74
452,покрытие,182,0.040,82.78
453,оборудование,181,0.040,82.82
454,трус,180,0.039,82.86
455,переходник,180,0.039,82.90
456,накладка,179,0.039,82.94
457,лекарственный,178,0.039,82.98
458,дрова,178,0.039,83.01
459,колба,177,0.039,83.05
460,моющий,177,0.039,83.09
461,очки,176,0.038,83.13
462,термопот,176,0.038,83.17
463,канат,176,0.038,83.21
464,скакалка,175,0.038,83.24
465,двигатель,173,0.038,83.28
466,плата,172,0.038,83.32
467,альбом,171,0.037,83.36
468,магний,171,0.037,83.39
469,соединитель,170,0.037,83.43
470,парта,170,0.037,83.47
471,дротаверин,170,0.037,83.51
472,брюки,170,0.037,83.54
473,индикатор,169,0.037,83.58
474,амброксол,169,0.037,83.62
475,цепь,169,0.037,83.65
476,удобрение,169,0.037,83.69
477,процессор,169,0.037,83.73
478,установка,168,0.037,83.76
479,портландцемент,168,0.037,83.80
480,гуашь,168,0.037,83.84
481,кнопка,168,0.037,83.87
482,анальгин,167,0.036,83.91
483,модем,167,0.036,83.95
484,клеёнка,166,0.036,83.98
485,бумага офсетный,166,0.036,84.02
486,фотобарабан,166,0.036,84.06
487,угол,166,0.036,84.09
488,вкладыш,164,0.036,84.13
489,крем,163,0.036,84.16
490,хлорит,163,0.036,84.20
491,телефон,162,0.035,84.23
492,уайт,162,0.035,84.27
493,термостат,162,0.035,84.31
494,пипетка,161,0.035,84.34
495,этикет,160,0.035,84.38
496,хлопья,160,0.035,84.41
497,бачок,160,0.035,84.45
498,станция,159,0.035,84.48
499,хлоропирамин,158,0.034,84.51
500,электроконфорка,158,0.034,84.55
501,майонез,157,0.034,84.58
502,обогреватель,156,0.034,84.62
503,кровать,155,0.034,84.65
504,патрубок,155,0.034,84.69
505,майк,154,0.034,84.72
506,домкрат,154,0.034,84.75
507,пыльник,154,0.034,84.79
508,жилет,153,0.033,84.82
509,бокал,153,0.033,84.85
510,преобразователь,151,0.033,84.89
511,люк,151,0.033,84.92
512,мандарин,150,0.033,84.95
513,прибор приёмный,149,0.033,84.98
514,ёршик,149,0.033,85.02
515,мазь,149,0.033,85.05
516,сульфат,147,0.032,85.08
517,хоз,147,0.032,85.11
518,карбонат,146,0.032,85.15
519,шоколад,146,0.032,85.18
520,ступица,146,0.032,85.21
521,фартук,146,0.032,85.24
522,радиостанция,146,0.032,85.27
523,жечь,146,0.032,85.30
524,корпус,145,0.032,85.34
525,фетр,145,0.032,85.37
526,карамель,144,0.031,85.40
527,предохранитель,144,0.031,85.43
528,стабилизатор,144,0.031,85.46
529,кабинет,143,0.031,85.49
530,электродвигатель,143,0.031,85.52
531,сервиз,142,0.031,85.56
532,термобумага,142,0.031,85.59
533,мытьё,141,0.031,85.62
534,скребок,141,0.031,85.65
535,черенок,140,0.031,85.68
536,кеторолак,140,0.031,85.71
537,лейка,140,0.031,85.74
538,покупка,140,0.031,85.77
539,глушитель,140,0.031,85.80
540,кетопрофный,138,0.030,85.83
541,лимон,138,0.030,85.86
542,обруч,138,0.030,85.89
543,пояс,137,0.030,85.92
544,система акустический,137,0.030,85.95
545,спреть,137,0.030,85.98
546,покрывало,137,0.030,86.01
547,кроссовок,137,0.030,86.04
548,картина,136,0.030,86.07
549,порог,136,0.030,86.10
550,медицинский,135,0.029,86.13
551,усилитель,135,0.029,86.16
552,метамизола,135,0.029,86.19
553,кислород,134,0.029,86.22
554,секатор,134,0.029,86.25
555,вилы,134,0.029,86.28
556,рукавица,134,0.029,86.31
557,система инфузионный,133,0.029,86.34
558,маргарин,131,0.029,86.36
559,электротовар,131,0.029,86.39
560,укроп,130,0.028,86.42
561,хлорамфеникол,130,0.028,86.45
562,фара,129,0.028,86.48
563,пломба,128,0.028,86.51
564,кукуруза,128,0.028,86.53
565,сосиска,128,0.028,86.56
566,букет,128,0.028,86.59
567,электростанция,128,0.028,86.62
568,радиомикрофон,127,0.028,86.64
569,мёд,127,0.028,86.67
570,сыворотка,127,0.028,86.70
571,запчасть,127,0.028,86.73
572,станок,126,0.028,86.76
573,гель,126,0.028,86.78
574,эмульсия,125,0.027,86.81
575,табло,125,0.027,86.84
576,украшение,125,0.027,86.86
577,корм,124,0.027,86.89
578,медикамент,124,0.027,86.92
579,шкурка,124,0.027,86.95
580,игровой,124,0.027,86.97
581,нимесулида,122,0.027,87.00
582,семя,122,0.027,87.03
583,колесо,122,0.027,87.05
584,крепление,122,0.027,87.08
585,набивка,122,0.027,87.11
586,кофе,121,0.026,87.13
587,рейка,121,0.026,87.16
588,подгузник,121,0.026,87.19
589,катетер,120,0.026,87.21
590,сувенирный,120,0.026,87.24
591,шампунь,119,0.026,87.26
592,мукалтина,119,0.026,87.29
593,респиратор,119,0.026,87.32
594,переключатель,119,0.026,87.34
595,сельдь,118,0.026,87.37
596,трико,118,0.026,87.39
597,ванна,118,0.026,87.42
598,трансформатор,118,0.026,87.45
599,машина швейный,117,0.026,87.47
600,стеклоочиститель,117,0.026,87.50
601,полуботинок,116,0.025,87.52
602,фасоль,116,0.025,87.55
603,чашка,116,0.025,87.57
604,пижама,116,0.025,87.60
605,преднизолон,115,0.025,87.62
606,туфля,115,0.025,87.65
607,ель,115,0.025,87.67
608,палатка,114,0.025,87.70
609,похвальный,114,0.025,87.72
610,привод,113,0.025,87.75
611,цефтриаксон,113,0.025,87.77
612,абрикос,113,0.025,87.80
613,морозильник,113,0.025,87.82
614,щебень,113,0.025,87.85
615,печать,113,0.025,87.87
616,резец,112,0.024,87.90
617,сковорода,112,0.024,87.92
618,термос,112,0.024,87.94
619,ламинатор,112,0.024,87.97
620,раствор,112,0.024,87.99
621,дексаметазон,111,0.024,88.02
622,регулятор,111,0.024,88.04
623,каптоприть,111,0.024,88.07
624,упаковочный,111,0.024,88.09
625,электронагреватель,111,0.024,88.11
626,шайба,111,0.024,88.14
627,гидроксид,110,0.024,88.16
628,бумага плоттер,110,0.024,88.19
629,карбюратор,109,0.024,88.21
630,проектор,109,0.024,88.23
631,мотыга,109,0.024,88.26
632,посуда,108,0.024,88.28
633,олифа,107,0.023,88.30
634,шапочка,107,0.023,88.33
635,рычаг,106,0.023,88.35
636,лом,105,0.023,88.37
637,верёвка,105,0.023,88.40
638,омепразол,104,0.023,88.42
639,ципрофлоксацин,104,0.023,88.44
640,гарнитура,104,0.023,88.47
641,фен,104,0.023,88.49
642,помпа,104,0.023,88.51
643,глюкоза,103,0.022,88.53
644,зонд,103,0.022,88.56
645,мойка,103,0.022,88.58
646,фурнитура,103,0.022,88.60
647,облучатель,103,0.022,88.62
648,кальций,102,0.022,88.65
649,изюм,102,0.022,88.67
650,пластина,102,0.022,88.69
651,паронит,102,0.022,88.71
652,контроллер,101,0.022,88.73
653,турбокомпрессор,101,0.022,88.76
654,шпагат,101,0.022,88.78
655,резак,101,0.022,88.80
656,насадка,101,0.022,88.82
657,угольник,101,0.022,88.84
658,филе,100,0.022,88.87
659,хлоргексидин,100,0.022,88.89
660,клемма,100,0.022,88.91
661,цветок,100,0.022,88.93
662,фитинг,100,0.022,88.95
663,модель,100,0.022,88.98
664,шпилька,99,0.022,89.00
665,экран,99,0.022,89.02
666,роботоконструктор,99,0.022,89.04
667,мольберт,99,0.022,89.06
668,валериан,98,0.021,89.08
669,противогаз,98,0.021,89.10
670,бритва,97,0.021,89.13
671,лампа полупроводниковый,97,0.021,89.15
672,конденсатор,97,0.021,89.17
673,материал,97,0.021,89.19
674,наволочка,96,0.021,89.21
675,очиститель,96,0.021,89.23
676,кусторез,96,0.021,89.25
677,автозапчасть,96,0.021,89.27
678,ингалипт,96,0.021,89.29
679,йогурт,95,0.021,89.32
680,электромясорубка,95,0.021,89.34
681,фанера,95,0.021,89.36
682,инвалидный,94,0.021,89.38
683,навес,93,0.020,89.40
684,ростомер,93,0.020,89.42
685,мат,93,0.020,89.44
686,обои,93,0.020,89.46
687,лезвие,91,0.020,89.48
688,каска,91,0.020,89.50
689,тренировочный,91,0.020,89.52
690,кувёртка,91,0.020,89.54
691,ёмкость,91,0.020,89.56
692,уничтожитель,91,0.020,89.58
693,крафт,90,0.020,89.60
694,повидон,90,0.020,89.62
695,бейсболка,90,0.020,89.64
696,масло смазочный,90,0.020,89.66
697,спортивный,89,0.019,89.68
698,техпластина,89,0.019,89.69
699,скамья,89,0.019,89.71
700,комплектующие,89,0.019,89.73
701,лидокаин,88,0.019,89.75
702,баклажан,88,0.019,89.77
703,тумба,88,0.019,89.79
704,блендер,88,0.019,89.81
705,стенд,88,0.019,89.83
706,крючок,88,0.019,89.85
707,газон,88,0.019,89.87
708,поднос,87,0.019,89.89
709,группа,87,0.019,89.91
710,полик,87,0.019,89.93
711,фотокамера,87,0.019,89.94
712,повидло,86,0.019,89.96
713,электрический,86,0.019,89.98
714,колгот,86,0.019,90.00
715,крахмал,85,0.019,90.02
716,брус,84,0.018,90.04
717,мотор,84,0.018,90.06
718,ящик,84,0.018,90.07
719,планк,83,0.018,90.09
720,канистра,83,0.018,90.11
721,статуэтка,83,0.018,90.13
722,светодиод,83,0.018,90.15
723,грудка,82,0.018,90.16
724,ковш,82,0.018,90.18
725,тюль,82,0.018,90.20
726,стержень,81,0.018,90.22
727,домбра,81,0.018,90.24
728,фотореле,81,0.018,90.25
729,электророзетка,81,0.018,90.27
730,ковролан,81,0.018,90.29
731,азитромицин,80,0.017,90.31
732,ограничитель,80,0.017,90.32
733,кушетка,80,0.017,90.34
734,виноград,79,0.017,90.36
735,рубероид,79,0.017,90.38
736,клещ,79,0.017,90.39
737,макет,79,0.017,90.41
738,анкер,78,0.017,90.43
739,указатель,78,0.017,90.44
740,погон,78,0.017,90.46
741,резьба,78,0.017,90.48
742,гиря,78,0.017,90.50
743,винт,77,0.017,90.51
744,бейдж,77,0.017,90.53
745,сталь,77,0.017,90.55
746,рессора,77,0.017,90.56
747,миска,76,0.017,90.58
748,нафазолин,76,0.017,90.60
749,кукла,76,0.017,90.61
750,мастика,76,0.017,90.63
751,уплотнение,76,0.017,90.65
752,пульт,76,0.017,90.66
753,завеса,76,0.017,90.68
754,браслет,75,0.016,90.70
755,пробка,75,0.016,90.71
756,плащ,75,0.016,90.73
757,бетаметазон,75,0.016,90.74
758,кулер,75,0.016,90.76
759,комбинезон,74,0.016,90.78
760,центр,74,0.016,90.79
761,лампа бактерицидный,74,0.016,90.81
762,кепи,73,0.016,90.83
763,лоперамид,73,0.016,90.84
764,увлажнитель,73,0.016,90.86
765,ментол,73,0.016,90.87
766,шестерня,72,0.016,90.89
767,прокаин,72,0.016,90.90
768,механизм,72,0.016,90.92
769,мост,72,0.016,90.94
770,автомобильный,72,0.016,90.95
771,шубка,72,0.016,90.97
772,горелка,71,0.016,90.98
773,бутылка,71,0.016,91.00
774,половник,71,0.016,91.01
775,железо,70,0.015,91.03
776,реактив,70,0.015,91.04
777,аминофиллин,70,0.015,91.06
778,индекс,69,0.015,91.07
779,пуф,69,0.015,91.09
780,манжета,69,0.015,91.10
781,затвор,68,0.015,91.12
782,калий,68,0.015,91.13
783,рюкзак,68,0.015,91.15
784,шпингалет,68,0.015,91.16
785,отопитель,68,0.015,91.18
786,флажок,68,0.015,91.19
787,краскопульт,68,0.015,91.21
788,томат,67,0.015,91.22
789,канца,67,0.015,91.24
790,фреза,67,0.015,91.25
791,аскорбиновый,67,0.015,91.27
792,опрыскиватель,67,0.015,91.28
793,учебный,67,0.015,91.30
794,оружие,67,0.015,91.31
795,гантель,67,0.015,91.33
796,шлем,67,0.015,91.34
797,автомат,67,0.015,91.36
798,пневмогидроусилитель,66,0.014,91.37
799,магнит,66,0.014,91.38
800,тестер,66,0.014,91.40
801,мультиметр,66,0.014,91.41
802,хлороформ,65,0.014,91.43
803,консоль,65,0.014,91.44
804,джема,65,0.014,91.46
805,стерилизатор,65,0.014,91.47
806,стандарт,65,0.014,91.48
807,хозтовары,65,0.014,91.50
808,звонок,65,0.014,91.51
809,дверь,64,0.014,91.53
810,кювет,64,0.014,91.54
811,фишка,64,0.014,91.55
812,платье,64,0.014,91.57
813,гепарин,63,0.014,91.58
814,металлоискатель,63,0.014,91.60
815,портфель,63,0.014,91.61
816,крепёж,63,0.014,91.62
817,пинцет,63,0.014,91.64
818,маршрутизатор,63,0.014,91.65
819,мишура,63,0.014,91.66
820,натяжитель,62,0.014,91.68
821,петрушка,62,0.014,91.69
822,алкотестер,62,0.014,91.70
823,уксус,62,0.014,91.72
824,плафон,62,0.014,91.73
825,тиамин,62,0.014,91.75
826,шарик,62,0.014,91.76
827,нитрат,62,0.014,91.77
828,пантенол,62,0.014,91.79
829,расходный,62,0.014,91.80
830,громкоговоритель,62,0.014,91.81
831,кухонный,61,0.013,91.83
832,шило,61,0.013,91.84
833,кувалда,61,0.013,91.85
834,миксер,61,0.013,91.87
