rank,product_type,lots,share_pct,cumulative_pct
3566,буфет,1,0.000,99.75
3567,термодатчик,1,0.000,99.75
3568,рентгенга,1,0.000,99.75
3569,электроцех,1,0.000,99.75
3570,система проводниковый,1,0.000,99.75
3571,буфетный,1,0.000,99.75
3572,желе,1,0.000,99.75
3573,хрен,1,0.000,99.75
3574,картофельный,1,0.000,99.75
3575,зубной,1,0.000,99.75
3576,налбуфин,1,0.000,99.75
3577,большеберцовый,1,0.000,99.75
3578,бедренный,1,0.000,99.75
3579,кровь,1,0.000,99.75
3580,якорец,1,0.000,99.75
3581,тернидазол,1,0.000,99.75
3582,ципротерон,1,0.000,99.75
3583,нитка,1,0.000,99.75
3584,куриный,1,0.000,99.75
3585,копировальный,1,0.000,99.75
3586,kia,1,0.000,99.75
3587,мпиттереть,1,0.000,99.75
3588,цитрус,1,0.000,99.75
3589,горчица,1,0.000,99.75
3590,душица,1,0.000,99.75
3591,дибутилфталат,1,0.000,99.75
3592,стирол,1,0.000,99.76
3593,смесь резиновый,1,0.000,99.76
3594,бороментол,1,0.000,99.76
3595,картридждерд,1,0.000,99.76
3596,протравитель,1,0.000,99.76
3597,типсореза,1,0.000,99.76
3598,улья,1,0.000,99.76
3599,кафель,1,0.000,99.76
3600,нижний,1,0.000,99.76
3601,сперма,1,0.000,99.76
3602,врезка,1,0.000,99.76
3603,искрогаситель,1,0.000,99.76
3604,имиджевый,1,0.000,99.76
3605,электроштабелера,1,0.000,99.76
3606,стильбазый,1,0.000,99.76
3607,вискоза,1,0.000,99.76
3608,эмульгатор,1,0.000,99.76
3609,груно,1,0.000,99.76
3610,строить,1,0.000,99.76
3611,сатып,1,0.000,99.76
3612,веерохвост,1,0.000,99.76
3613,литературный,1,0.000,99.76
3614,разделочный,1,0.000,99.76
3615,система мультифункциональный,1,0.000,99.76
3616,колеров,1,0.000,99.76
3617,соматостатин,1,0.000,99.76
3618,галлий,1,0.000,99.76
3619,шы,1,0.000,99.76
3620,багажный,1,0.000,99.76
3621,теплохозяйство,1,0.000,99.76
3622,базилик,1,0.000,99.76
3623,зенкер,1,0.000,99.76
3624,сеноворошилка,1,0.000,99.76
3625,каноэ,1,0.000,99.76
3626,шлифмашинка,1,0.000,99.76
3627,микропипетка,1,0.000,99.76
3628,глимепирида,1,0.000,99.76
3629,cd,1,0.000,99.76
3630,машина копировальный,1,0.000,99.76
3631,соблюдение,1,0.000,99.76
3632,бензатин,1,0.000,99.76
3633,управление,1,0.000,99.76
3634,бумага узи,1,0.000,99.76
3635,бентонит,1,0.000,99.76
3636,оцинковать,1,0.000,99.76
3637,штырь,1,0.000,99.76
3638,рмек,1,0.000,99.77
3639,титратор,1,0.000,99.77
3640,водогазопроводный,1,0.000,99.77
3641,элетриптан,1,0.000,99.77
3642,электростимулятор,1,0.000,99.77
3643,локтевой,1,0.000,99.77
3644,эпоэтина,1,0.000,99.77
3645,оффиса,1,0.000,99.77
3646,профилактический,1,0.000,99.77
3647,бант,1,0.000,99.77
3648,грузоподъёмный,1,0.000,99.77
3649,ретиналамин,1,0.000,99.77
3650,хирургиялый,1,0.000,99.77
3651,турбидиметр,1,0.000,99.77
3652,производственный,1,0.000,99.77
3653,инвалид,1,0.000,99.77
3654,спектрометр,1,0.000,99.77
3655,силовой,1,0.000,99.77
3656,комплемент,1,0.000,99.77
3657,гиалуронидаза,1,0.000,99.77
3658,трансмиссионный,1,0.000,99.77
3659,угловой,1,0.000,99.77
3660,коммандоконтролёр,1,0.000,99.77
3661,опрессовщик,1,0.000,99.77
3662,ecoflow,1,0.000,99.77
3663,фотодатчик,1,0.000,99.77
3664,buhler,1,0.000,99.77
3665,периферийный,1,0.000,99.77
3666,пиритион,1,0.000,99.77
3667,ванкомицин,1,0.000,99.77
3668,кашне,1,0.000,99.77
3669,торцевой,1,0.000,99.77
3670,рюмка,1,0.000,99.77
3671,стимуляция,1,0.000,99.77
3672,зебра,1,0.000,99.77
3673,этилгексанол,1,0.000,99.77
3674,пиросульфит,1,0.000,99.77
3675,виброметр,1,0.000,99.77
3676,нафтол,1,0.000,99.77
3677,электрогирлянда,1,0.000,99.77
3678,топливозаправочный,1,0.000,99.77
3679,автомобильдерг,1,0.000,99.77
3680,ртка,1,0.000,99.77
3681,приобретенмие,1,0.000,99.77
3682,муызкальный,1,0.000,99.77
3683,машина чистка,1,0.000,99.77
3684,микропереключатель,1,0.000,99.78
3685,погремушка,1,0.000,99.78
3686,подъёмный,1,0.000,99.78
3687,чан,1,0.000,99.78
3688,куттереть,1,0.000,99.78
3689,ловушка,1,0.000,99.78
3690,бревно,1,0.000,99.78
3691,женский,1,0.000,99.78
3692,гидростанция,1,0.000,99.78
3693,вуаль,1,0.000,99.78
3694,дермат,1,0.000,99.78
3695,приобетерение,1,0.000,99.78
3696,биологический,1,0.000,99.78
3697,хлопок,1,0.000,99.78
3698,обретение,1,0.000,99.78
3699,хозяственный,1,0.000,99.78
3700,корт,1,0.000,99.78
3701,окуляр,1,0.000,99.78
3702,самовсасывающий,1,0.000,99.78
3703,сурик,1,0.000,99.78
3704,комбайн,1,0.000,99.78
3705,частотомер,1,0.000,99.78
3706,этилцеллозольва,1,0.000,99.78
3707,гексахлорбензол,1,0.000,99.78
3708,система зажигание,1,0.000,99.78
3709,аппарат увч,1,0.000,99.78
3710,сфера,1,0.000,99.78
3711,тиболона,1,0.000,99.78
3712,клеймо,1,0.000,99.78
3713,гемоконцентратор,1,0.000,99.78
3714,диспрозий,1,0.000,99.78
3715,комета,1,0.000,99.78
3716,электростартер,1,0.000,99.78
3717,костюмерный,1,0.000,99.78
3718,передатчик,1,0.000,99.78
3719,фланецт,1,0.000,99.78
3720,шунт,1,0.000,99.78
3721,сальниковый,1,0.000,99.78
3722,гримёрка,1,0.000,99.78
3723,рукоделие,1,0.000,99.78
3724,колёсный,1,0.000,99.78
3725,обмотка,1,0.000,99.78
3726,сборник,1,0.000,99.78
3727,нагревательный,1,0.000,99.78
3728,перить,1,0.000,99.78
3729,штанген,1,0.000,99.78
3730,азоксимер,1,0.000,99.79
3731,полисорбат,1,0.000,99.79
3732,детергент,1,0.000,99.79
3733,калоприёмник,1,0.000,99.79
3734,перила,1,0.000,99.79
3735,наружный,1,0.000,99.79
3736,прибор сливной,1,0.000,99.79
3737,реверсивный,1,0.000,99.79
3738,машина уборочный,1,0.000,99.79
3739,жаста,1,0.000,99.79
3740,штамп,1,0.000,99.79
3741,мыться,1,0.000,99.79
3742,отсекатель,1,0.000,99.79
3743,распиловочный,1,0.000,99.79
3744,машина гибочный,1,0.000,99.79
3745,потенциометр,1,0.000,99.79
3746,фондапаринукс,1,0.000,99.79
3747,фенилбутазон,1,0.000,99.79
3748,фильтровальный,1,0.000,99.79
3749,автосцепка,1,0.000,99.79
3750,рожь,1,0.000,99.79
3751,канцелярсик,1,0.000,99.79
3752,автоподатчик,1,0.000,99.79
3753,стеновый,1,0.000,99.79
3754,этил,1,0.000,99.79
3755,машина основопроборочный,1,0.000,99.79
3756,рогожа,1,0.000,99.79
3757,электротоваро,1,0.000,99.79
3758,метоксифенилацетат,1,0.000,99.79
3759,ускоритель,1,0.000,99.79
3760,билодержатель,1,0.000,99.79
3761,сильфонный,1,0.000,99.79
3762,объединить,1,0.000,99.79
3763,паяльный,1,0.000,99.79
3764,торжественный,1,0.000,99.79
3765,хладон,1,0.000,99.79
3766,анод,1,0.000,99.79
3767,интерактивный,1,0.000,99.79
3768,триэтаноламин,1,0.000,99.79
3769,рисоварка,1,0.000,99.79
3770,коллер,1,0.000,99.79
3771,бормашина,1,0.000,99.79
3772,апатит,1,0.000,99.79
3773,тэновый,1,0.000,99.79
3774,медикомент,1,0.000,99.79
3775,сервоклапан,1,0.000,99.79
3776,водить,1,0.000,99.80
3777,тиомерсал,1,0.000,99.80
3778,сольвент,1,0.000,99.80
3779,гофрированный,1,0.000,99.80
3780,cтанция,1,0.000,99.80
3781,кондуктор,1,0.000,99.80
3782,мадикамент,1,0.000,99.80
3783,сливной,1,0.000,99.80
3784,арушылара,1,0.000,99.80
3785,чугунный,1,0.000,99.80
3786,аквалента,1,0.000,99.80
3787,cантехнический,1,0.000,99.80
3788,хифенадин,1,0.000,99.80
3789,приобретениепрочий,1,0.000,99.80
3790,синоптофор,1,0.000,99.80
3791,сборка,1,0.000,99.80
3792,скипидар,1,0.000,99.80
3793,сальникодержатель,1,0.000,99.80
3794,бумага лазерный,1,0.000,99.80
3795,цитруллин,1,0.000,99.80
3796,каплеуловитель,1,0.000,99.80
3797,крн,1,0.000,99.80
3798,центробежный,1,0.000,99.80
3799,дорожный,1,0.000,99.80
3800,система оптический,1,0.000,99.80
3801,потолочный,1,0.000,99.80
3802,мультисвитч,1,0.000,99.80
3803,металлосайдинг,1,0.000,99.80
3804,тадалафила,1,0.000,99.80
3805,подключение,1,0.000,99.80
3806,катетометр,1,0.000,99.80
3807,устранение,1,0.000,99.80
3808,симазин,1,0.000,99.80
3809,кролик,1,0.000,99.80
3810,аспартатаминотрансфераза,1,0.000,99.80
3811,лампа шахтёрский,1,0.000,99.80
3812,нут,1,0.000,99.80
3813,рожок,1,0.000,99.80
3814,жидкость транспортный,1,0.000,99.80
3815,почтовый,1,0.000,99.80
3816,мтз,1,0.000,99.80
3817,печатка,1,0.000,99.80
3818,просить,1,0.000,99.80
3819,сектор,1,0.000,99.80
3820,противый,1,0.000,99.80
3821,автопоилка,1,0.000,99.81
3822,машина трафильный,1,0.000,99.81
3823,золото,1,0.000,99.81
3824,пиросульфат,1,0.000,99.81
3825,ты,1,0.000,99.81
3826,текстильный,1,0.000,99.81
3827,лампа прожектор,1,0.000,99.81
3828,аппарат тво,1,0.000,99.81
3829,боярышник,1,0.000,99.81
3830,левосимендан,1,0.000,99.81
3831,багетный,1,0.000,99.81
3832,гидроксицитронеллальдегид,1,0.000,99.81
3833,канаглифлозин,1,0.000,99.81
3834,хмель,1,0.000,99.81
3835,простатильный,1,0.000,99.81
3836,силодозин,1,0.000,99.81
3837,пефлоксацин,1,0.000,99.81
3838,дворовый,1,0.000,99.81
3839,фотоувеличитель,1,0.000,99.81
3840,изооктан,1,0.000,99.81
3841,плавкий,1,0.000,99.81
3842,орау,1,0.000,99.81
3843,система кондиционирование,1,0.000,99.81
3844,растяжка,1,0.000,99.81
3845,шаль,1,0.000,99.81
3846,лежень,1,0.000,99.81
3847,троакар,1,0.000,99.81
3848,малярка,1,0.000,99.81
3849,дициандиамид,1,0.000,99.81
3850,час,1,0.000,99.81
3851,эхолот,1,0.000,99.81
3852,сосна,1,0.000,99.81
3853,аппарат физиотерапия,1,0.000,99.81
3854,средство медицина,1,0.000,99.81
3855,лагерьга,1,0.000,99.81
3856,обордувание,1,0.000,99.81
3857,устройство исполнительный,1,0.000,99.81
3858,амуниция,1,0.000,99.81
3859,пильный,1,0.000,99.81
3860,техника,1,0.000,99.81
3861,навесный,1,0.000,99.81
3862,рдег,1,0.000,99.81
3863,проволокопровод,1,0.000,99.81
3864,пенополиэтилен,1,0.000,99.81
3865,манго,1,0.000,99.81
3866,моноацетат,1,0.000,99.81
3867,мусса,1,0.000,99.82
3868,машина фальцевальный,1,0.000,99.82
3869,мультиблок,1,0.000,99.82
3870,капкан,1,0.000,99.82
3871,поливинилпирролидон,1,0.000,99.82
3872,тейкопланин,1,0.000,99.82
3873,электрокоагулятор,1,0.000,99.82
3874,радиотелефон,1,0.000,99.82
3875,сандарачный,1,0.000,99.82
3876,бордюр,1,0.000,99.82
3877,машина фотокопировальный,1,0.000,99.82
3878,прибретение,1,0.000,99.82
3879,автобустарый,1,0.000,99.82
3880,электроустановочный,1,0.000,99.82
3881,кварцевый,1,0.000,99.82
3882,сыпучий,1,0.000,99.82
3883,зарядный,1,0.000,99.82
3884,госуарственный,1,0.000,99.82
3885,бумага заметка,1,0.000,99.82
3886,дуга,1,0.000,99.82
3887,термопенал,1,0.000,99.82
3888,кабинетный,1,0.000,99.82
3889,препараттар,1,0.000,99.82
3890,ёлочный,1,0.000,99.82
3891,пирамида,1,0.000,99.82
3892,коммуникатор,1,0.000,99.82
3893,канцелиярский,1,0.000,99.82
3894,texn,1,0.000,99.82
3895,новогодный,1,0.000,99.82
3896,шампанский,1,0.000,99.82
3897,жиклёр,1,0.000,99.82
3898,бронедиск,1,0.000,99.82
3899,влагосборник,1,0.000,99.82
3900,лампа проектор,1,0.000,99.82
3901,тетрахлорэтилен,1,0.000,99.82
3902,автосигнализация,1,0.000,99.82
3903,цеолит,1,0.000,99.82
3904,фазоуказатель,1,0.000,99.82
3905,госзакуп,1,0.000,99.82
3906,торговля,1,0.000,99.82
3907,футбольный,1,0.000,99.82
3908,удаление,1,0.000,99.82
3909,кернодержатель,1,0.000,99.82
3910,ванадий,1,0.000,99.82
3911,колеровочный,1,0.000,99.82
3912,напульсник,1,0.000,99.82
3913,электролобзик,1,0.000,99.83
3914,смазывать,1,0.000,99.83
3915,гидроклапан,1,0.000,99.83
3916,аминосалициловый,1,0.000,99.83
3917,капсюль,1,0.000,99.83
3918,оргтехтник,1,0.000,99.83
3919,электротягач,1,0.000,99.83
3920,рефрактомер,1,0.000,99.83
3921,графит,1,0.000,99.83
3922,нитроискожа,1,0.000,99.83
3923,ламинировать,1,0.000,99.83
3924,соэо,1,0.000,99.83
3925,пневмозаглушка,1,0.000,99.83
3926,торцовочный,1,0.000,99.83
3927,излучатель,1,0.000,99.83
3928,сода,1,0.000,99.83
3929,травертин,1,0.000,99.83
3930,винтоподъёмник,1,0.000,99.83
3931,противопожарный,1,0.000,99.83
3932,эрдостеин,1,0.000,99.83
3933,лкм,1,0.000,99.83
3934,дисульфира,1,0.000,99.83
3935,галька,1,0.000,99.83
3936,канцеляркий,1,0.000,99.83
3937,шрапнель,1,0.000,99.83
3938,такролимус,1,0.000,99.83
3939,система закрытый,1,0.000,99.83
3940,колбонагреватель,1,0.000,99.83
3941,клиндамицин,1,0.000,99.83
3942,карипразин,1,0.000,99.83
3943,салазка,1,0.000,99.83
3944,ууф,1,0.000,99.83
3945,бром,1,0.000,99.83
3946,рспа,1,0.000,99.83
3947,жамбылский,1,0.000,99.83
3948,капельный,1,0.000,99.83
3949,кормушка,1,0.000,99.83
3950,премикс,1,0.000,99.83
3951,консервированный,1,0.000,99.83
3952,сахаросодержащий,1,0.000,99.83
3953,ip,1,0.000,99.83
3954,обратный,1,0.000,99.83
3955,всё,1,0.000,99.83
3956,тринитрофенол,1,0.000,99.83
3957,моноблок,1,0.000,99.83
3958,тактильный,1,0.000,99.83
3959,тросик,1,0.000,99.84
3960,коммуникационный,1,0.000,99.84
3961,атрибутика,1,0.000,99.84
3962,портновский,1,0.000,99.84
3963,масло служебный,1,0.000,99.84
3964,маслоприёмник,1,0.000,99.84
3965,азилсартан,1,0.000,99.84
3966,приобрний,1,0.000,99.84
3967,скалера,1,0.000,99.84
3968,трандолаприть,1,0.000,99.84
3969,утюг,1,0.000,99.84
3970,постелный,1,0.000,99.84
3971,фото,1,0.000,99.84
3972,белый,1,0.000,99.84
3973,афобазола,1,0.000,99.84
3974,булава,1,0.000,99.84
3975,дихлордиоксид,1,0.000,99.84
3976,спортинвентарь,1,0.000,99.84
3977,фексофенадин,1,0.000,99.84
3978,блеомицин,1,0.000,99.84
3979,рефлектор,1,0.000,99.84
3980,хинин,1,0.000,99.84
3981,пропилен,1,0.000,99.84
3982,рельс,1,0.000,99.84
3983,имплантат,1,0.000,99.84
3984,средство дезинфекция,1,0.000,99.84
3985,видеопроцессор,1,0.000,99.84
3986,белуга,1,0.000,99.84
3987,канцелиарский,1,0.000,99.84
3988,невидимка,1,0.000,99.84
3989,развевать,1,0.000,99.84
3990,тапочка,1,0.000,99.84
3991,постель,1,0.000,99.84
3992,эмалевый,1,0.000,99.84
3993,стать,1,0.000,99.84
3994,топотекан,1,0.000,99.84
3995,канцелярскиий,1,0.000,99.84
3996,концелярскиий,1,0.000,99.84
3997,пироксик,1,0.000,99.84
3998,оформление,1,0.000,99.84
3999,сельскохозяйственный,1,0.000,99.84
4000,штукатурка,1,0.000,99.84
4001,этофенамат,1,0.000,99.84
4002,гатифлоксацин,1,0.000,99.84
4003,виброрейка,1,0.000,99.84
4004,карбоцистеин,1,0.000,99.84
4005,кислородный,1,0.000,99.85
4006,высотомер,1,0.000,99.85
4007,жыл,1,0.000,99.85
4008,неэкранированный,1,0.000,99.85
4009,кошка,1,0.000,99.85
4010,мановакуумметр,1,0.000,99.85
4011,базовый,1,0.000,99.85
4012,машина плетельный,1,0.000,99.85
4013,газомер,1,0.000,99.85
4014,саквояж,1,0.000,99.85
4015,распределительный,1,0.000,99.85
4016,термоэтикетка,1,0.000,99.85
4017,гибкий,1,0.000,99.85
4018,изотермический,1,0.000,99.85
4019,тиогуанин,1,0.000,99.85
4020,люлька,1,0.000,99.85
4021,казахский,1,0.000,99.85
4022,штревель,1,0.000,99.85
4023,kанцелярский,1,0.000,99.85
4024,опалубка,1,0.000,99.85
4025,лерканидипин,1,0.000,99.85
4026,кисломолочный,1,0.000,99.85
4027,электрокартон,1,0.000,99.85
4028,бумага кабельный,1,0.000,99.85
4029,свежеть,1,0.000,99.85
4030,лечебный,1,0.000,99.85
4031,канцелярный,1,0.000,99.85
4032,деревянный,1,0.000,99.85
4033,жуынатын,1,0.000,99.85
4034,глицерофосфат,1,0.000,99.85
4035,чётки,1,0.000,99.85
4036,зелень,1,0.000,99.85
4037,безалкогольный,1,0.000,99.85
4038,противопаводковый,1,0.000,99.85
4039,морепродукт,1,0.000,99.85
4040,бумага журнал,1,0.000,99.85
4041,химия,1,0.000,99.85
4042,средство гигиена,1,0.000,99.85
4043,история,1,0.000,99.85
4044,жеребятина,1,0.000,99.85
4045,всемирный,1,0.000,99.85
4046,шовный,1,0.000,99.85
4047,шунтирование,1,0.000,99.85
4048,машина мотальный,1,0.000,99.85
4049,диагностический,1,0.000,99.85
4050,размораживатель,1,0.000,99.86
4051,бумага форзацный,1,0.000,99.86
4052,музыкал,1,0.000,99.86
4053,принтерлер,1,0.000,99.86
4054,дистанционный,1,0.000,99.86
4055,полиакриламид,1,0.000,99.86
4056,вызов,1,0.000,99.86
4057,линолиум,1,0.000,99.86
4058,щетина,1,0.000,99.86
4059,черника,1,0.000,99.86
4060,поилка,1,0.000,99.86
4061,амисульприд,1,0.000,99.86
4062,устройство билетопечатающий,1,0.000,99.86
4063,строфантин,1,0.000,99.86
4064,иматиниб,1,0.000,99.86
4065,вагонка,1,0.000,99.86
4066,термохлопок,1,0.000,99.86
4067,тринитроксиленол,1,0.000,99.86
4068,снаряжение,1,0.000,99.86
4069,магазин,1,0.000,99.86
4070,масло приборный,1,0.000,99.86
4071,студент,1,0.000,99.86
4072,картриджда,1,0.000,99.86
4073,малатион,1,0.000,99.86
4074,эсбиол,1,0.000,99.86
4075,лесной,1,0.000,99.86
4076,реагенттереть,1,0.000,99.86
4077,альфакальцидол,1,0.000,99.86
4078,всесезонный,1,0.000,99.86
4079,система автополив,1,0.000,99.86
4080,полуавтоматический,1,0.000,99.86
4081,гидрокупальник,1,0.000,99.86
4082,климатический,1,0.000,99.86
4083,машина фаскосъёмный,1,0.000,99.86
4084,упаковщик,1,0.000,99.86
4085,канализация,1,0.000,99.86
4086,отопление,1,0.000,99.86
4087,штангетка,1,0.000,99.86
4088,аппарат электромеханический,1,0.000,99.86
4089,система крепление,1,0.000,99.86
4090,ммг,1,0.000,99.86
4091,лазер,1,0.000,99.86
4092,террасный,1,0.000,99.86
4093,бумага типография,1,0.000,99.86
4094,спецификация,1,0.000,99.86
4095,автоб,1,0.000,99.86
4096,фторид,1,0.000,99.87
4097,посудить,1,0.000,99.87
4098,вальтрап,1,0.000,99.87
4099,электрохозяйство,1,0.000,99.87
4100,ркать,1,0.000,99.87
4101,принтереть,1,0.000,99.87
4102,актовый,1,0.000,99.87
4103,магнезит,1,0.000,99.87
4104,лауромакрогол,1,0.000,99.87
4105,саженцов,1,0.000,99.87
4106,устройство запальный,1,0.000,99.87
4107,полушубок,1,0.000,99.87
4108,унт,1,0.000,99.87
4109,нана,1,0.000,99.87
4110,маторный,1,0.000,99.87
4111,флянец,1,0.000,99.87
4112,мойва,1,0.000,99.87
4113,автотовар,1,0.000,99.87
4114,алмазный,1,0.000,99.87
4115,нитрилотриметилфосфоновый,1,0.000,99.87
4116,гнездо,1,0.000,99.87
4117,термоиндикатор,1,0.000,99.87
4118,надстаканник,1,0.000,99.87
4119,мумиё,1,0.000,99.87
4120,брусчасток,1,0.000,99.87
4121,метемизол,1,0.000,99.87
4122,теодолит,1,0.000,99.87
4123,шруп,1,0.000,99.87
4124,система звуковой,1,0.000,99.87
4125,животноводство,1,0.000,99.87
4126,тара,1,0.000,99.87
4127,оконный,1,0.000,99.87
4128,хозяйстенной,1,0.000,99.87
4129,канцелярсикх,1,0.000,99.87
4130,устройство притирка,1,0.000,99.87
4131,небходить,1,0.000,99.87
4132,нвитп,1,0.000,99.87
4133,мерник,1,0.000,99.87
4134,изоляция,1,0.000,99.87
4135,ди,1,0.000,99.87
4136,топка,1,0.000,99.87
4137,электрошокер,1,0.000,99.87
4138,обрешётка,1,0.000,99.87
4139,песчаный,1,0.000,99.87
4140,месалазин,1,0.000,99.87
4141,толокнянка,1,0.000,99.87
4142,лесок,1,0.000,99.88
4143,флуоксетин,1,0.000,99.88
4144,пробник,1,0.000,99.88
4145,запрос,1,0.000,99.88
4146,титан,1,0.000,99.88
4147,шпонка,1,0.000,99.88
4148,масло предприятие,1,0.000,99.88
4149,вязальный,1,0.000,99.88
4150,инвест,1,0.000,99.88
4151,электрикк,1,0.000,99.88
4152,лфк,1,0.000,99.88
4153,электрофон,1,0.000,99.88
4154,низковольтный,1,0.000,99.88
4155,овощной,1,0.000,99.88
4156,конвырот,1,0.000,99.88
4157,галактоза,1,0.000,99.88
4158,муфельный,1,0.000,99.88
4159,емхан,1,0.000,99.88
4160,жби,1,0.000,99.88
4161,цанга,1,0.000,99.88
4162,диметилдитиокарбамат,1,0.000,99.88
4163,ст,1,0.000,99.88
4164,теплофод,1,0.000,99.88
4165,хепилор,1,0.000,99.88
4166,бланочный,1,0.000,99.88
4167,динрейка,1,0.000,99.88
4168,зажигалка,1,0.000,99.88
4169,этилендиамин,1,0.000,99.88
4170,центровщик,1,0.000,99.88
4171,сксипнуть,1,0.000,99.88
4172,техотдел,1,0.000,99.88
4173,топливный,1,0.000,99.88
4174,чулочный,1,0.000,99.88
4175,ледокол,1,0.000,99.88
4176,бумага глянцевый,1,0.000,99.88
4177,лампа энерго,1,0.000,99.88
4178,осветительный,1,0.000,99.88
4179,адаптация,1,0.000,99.88
4180,бутафорный,1,0.000,99.88
4181,входной,1,0.000,99.88
4182,устройство водосливный,1,0.000,99.88
4183,вазалар,1,0.000,99.88
4184,jac,1,0.000,99.88
4185,призма,1,0.000,99.88
4186,устройство соединительный,1,0.000,99.88
4187,гадопентетовый,1,0.000,99.88
4188,корсет,1,0.000,99.89
4189,живой,1,0.000,99.89
4190,термографический,1,0.000,99.89
4191,туристический,1,0.000,99.89
4192,шариковый,1,0.000,99.89
4193,оссеин,1,0.000,99.89
4194,градирня,1,0.000,99.89
4195,бумага картографический,1,0.000,99.89
4196,заземлитель,1,0.000,99.89
4197,бесшовный,1,0.000,99.89
4198,приобретень,1,0.000,99.89
4199,электроприбор,1,0.000,99.89
4200,кбс,1,0.000,99.89
4201,микалента,1,0.000,99.89
4202,термоциклёр,1,0.000,99.89
4203,машина зиговочный,1,0.000,99.89
4204,фрикцион,1,0.000,99.89
4205,тросостойка,1,0.000,99.89
4206,профильд,1,0.000,99.89
4207,компьжютер,1,0.000,99.89
4208,резцедержатель,1,0.000,99.89
4209,вориконазол,1,0.000,99.89
4210,свинец,1,0.000,99.89
4211,распорка,1,0.000,99.89
4212,удлинительный,1,0.000,99.89
4213,строиматериал,1,0.000,99.89
4214,подошва,1,0.000,99.89
4215,периферия,1,0.000,99.89
4216,окунь,1,0.000,99.89
4217,индуктор,1,0.000,99.89
4218,кешью,1,0.000,99.89
4219,тонерный,1,0.000,99.89
4220,вискозиметр,1,0.000,99.89
4221,тетраметиламмоний,1,0.000,99.89
4222,денситометр,1,0.000,99.89
4223,устройство анкерный,1,0.000,99.89
4224,гидрозамок,1,0.000,99.89
4225,устройство,1,0.000,99.89
4226,сантехматериал,1,0.000,99.89
4227,бумага основа,1,0.000,99.89
4228,фотолампа,1,0.000,99.89
4229,нц,1,0.000,99.89
4230,сера,1,0.000,99.89
4231,полимер,1,0.000,99.89
4232,лефлуномид,1,0.000,99.89
4233,виртуальный,1,0.000,99.89
4234,устройство самозапуск,1,0.000,99.90
4235,бумага папиросный,1,0.000,99.90
4236,цефоперазон,1,0.000,99.90
4237,трегалоза,1,0.000,99.90
4238,ранибизумаб,1,0.000,99.90
4239,лансопразол,1,0.000,99.90
4240,рентген,1,0.000,99.90
4241,бумага хозяйственный,1,0.000,99.90
4242,биде,1,0.000,99.90
4243,полипропиленовый,1,0.000,99.90
4244,красный,1,0.000,99.90
4245,полиэтиленгликоль,1,0.000,99.90
4246,2026,1,0.000,99.90
4247,заморозить,1,0.000,99.90
4248,соусник,1,0.000,99.90
4249,бактерицид,1,0.000,99.90
4250,общий,1,0.000,99.90
4251,должный,1,0.000,99.90
4252,пшеничный,1,0.000,99.90
4253,клатч,1,0.000,99.90
4254,лампа настенный,1,0.000,99.90
4255,отделка,1,0.000,99.90
4256,прродукт,1,0.000,99.90
4257,полиуретан,1,0.000,99.90
4258,галогеновый,1,0.000,99.90
4259,миртазапина,1,0.000,99.90
4260,алклометазон,1,0.000,99.90
4261,маз,1,0.000,99.90
4262,карведилол,1,0.000,99.90
4263,фигура,1,0.000,99.90
4264,грейпфрут,1,0.000,99.90
4265,пекан,1,0.000,99.90
4266,многофункциональный,1,0.000,99.90
4267,буклет,1,0.000,99.90
4268,масло осевой,1,0.000,99.90
4269,микроконтроллер,1,0.000,99.90
4270,бал,1,0.000,99.90
4271,паратиреоидный,1,0.000,99.90
4272,хохяйчтвенный,1,0.000,99.90
4273,пропротный,1,0.000,99.90
4274,ахч,1,0.000,99.90
4275,оригинальный,1,0.000,99.90
4276,лампа диодный,1,0.000,99.90
4277,масло двигатель,1,0.000,99.90
4278,нитроанилин,1,0.000,99.90
4279,этаноламин,1,0.000,99.91
4280,атразин,1,0.000,99.91
4281,система капиллярный,1,0.000,99.91
4282,балалар,1,0.000,99.91
4283,сд,1,0.000,99.91
4284,канцтовар,1,0.000,99.91
4285,стрептомицин,1,0.000,99.91
4286,резорцин,1,0.000,99.91
4287,дитионит,1,0.000,99.91
4288,титановый,1,0.000,99.91
4289,литиевый,1,0.000,99.91
4290,бояулар,1,0.000,99.91
4291,гедектереть,1,0.000,99.91
4292,жабды,1,0.000,99.91
4293,комплкектовать,1,0.000,99.91
4294,акриловый,1,0.000,99.91
4295,масло техника,1,0.000,99.91
4296,переплётный,1,0.000,99.91
4297,йодоформ,1,0.000,99.91
4298,аппарат газосварочный,1,0.000,99.91
4299,отпариватель,1,0.000,99.91
4300,обойма,1,0.000,99.91
4301,обменный,1,0.000,99.91
4302,тэн,1,0.000,99.91
4303,полирибоаденилов,1,0.000,99.91
4304,коммерческий,1,0.000,99.91
4305,изопропилбензол,1,0.000,99.91
4306,баллончик,1,0.000,99.91
4307,табель,1,0.000,99.91
4308,лягушка,1,0.000,99.91
4309,приобратение,1,0.000,99.91
4310,канцелярсие,1,0.000,99.91
4311,ванная,1,0.000,99.91
4312,теллур,1,0.000,99.91
4313,луч,1,0.000,99.91
4314,ет,1,0.000,99.91
4315,тазовый,1,0.000,99.91
4316,система забор,1,0.000,99.91
4317,мса,1,0.000,99.91
4318,вакуумметр,1,0.000,99.91
4319,откос,1,0.000,99.91
